latitude,longitude,distance_km,bearing_degrees
-30.02593169,-51.22310159,1.102,331.598
-30.06319506,-51.22987866,3.3862,200.328
-30.07252493,-51.23023524,4.3835,196.031
-30.01466686,-51.22742266,2.4131,337.063
-30.02162136,-51.23135267,1.9591,317.688
-30.02954875,-51.18287431,3.3971,80.4
-30.00588302,-51.21201431,3.2452,9.644
-30.02505232,-51.24513562,2.8531,291.959
-30.05188229,-51.19903694,2.6248,136.92
-30.01739287,-51.20980611,2.0627,21.507
-30.04103739,-51.26556945,4.6677,261.229
-30.07293638,-51.22545934,4.3245,189.999
-30.07337942,-51.19635339,4.7714,154.546
-30.01953135,-51.21121523,1.7921,20.258
-30.02430704,-51.21616776,1.159,7.115
-30.03513433,-51.25165173,3.2737,269.043
-29.99411497,-51.22950688,4.6504,345.793
-30.02006902,-51.21340103,1.6725,14.191
-30.03671456,-51.26675749,4.7333,267.203
-30.01151614,-51.19874322,3.1523,35.304
-29.99416427,-51.21283607,4.5266,5.89
-30.03210246,-51.16728256,4.8591,86.673
-30.04023383,-51.24172881,2.3996,254.986
-30.0034551,-51.24214113,4.1948,325.793
-30.05029526,-51.22517013,1.8848,202.563
-30.02171409,-51.24128438,2.6917,302.298
-29.99461405,-51.2186749,4.4538,358.74
-30.02326162,-51.2189523,1.2725,354.38
-30.04785928,-51.17881845,4.0181,111.462
-30.04841642,-51.23062593,1.976,219.186
-30.04942659,-51.19211434,2.9583,123.764
-30.05878321,-51.21888105,2.6871,182.51
-30.06780466,-51.20875318,3.7863,166.915
-30.07667206,-51.2344799,4.9469,199.105
-30.01975426,-51.21103124,1.7752,21.072
-30.03543094,-51.2273265,0.935,264.647
-29.99894189,-51.21452941,3.9828,4.34
-30.01467327,-51.1809387,4.1761,57.87
-30.02918567,-51.17909905,3.7624,80.718
-30.04287231,-51.20848543,1.2716,136.01
-30.0148143,-51.22232511,2.2512,348.484
-30.02266265,-51.23784871,2.3573,304.429
-30.05921201,-51.2165242,2.7344,177.712
-30.06292927,-51.19371032,3.9002,143.766
-30.03347759,-51.20364085,1.356,84.499
-30.05415207,-51.18069827,4.1677,121.378
-29.99677789,-51.23950731,4.7084,333.449
-30.06403288,-51.1820432,4.7371,133.637
-30.05921931,-51.22048004,2.7465,185.676
-30.00862514,-51.22126849,2.9151,353.15
-29.99338431,-51.2296769,4.7332,345.842
-30.06351064,-51.2237436,3.2634,190.341
-30.00841995,-51.25745898,4.8168,307.264
-30.07310533,-51.21470374,4.287,176.196
-30.05682603,-51.18723313,3.8297,130.109
-30.03648507,-51.18278733,3.364,93.493
-30.055642,-51.21014235,2.4447,162.784
-30.05933084,-51.24485359,3.7939,223.635
-30.05380411,-51.20212782,2.6031,144.944
-30.04879767,-51.17095509,4.7643,109.302
-30.01201475,-51.24014283,3.3204,319.293
-30.04720801,-51.17708466,4.1489,109.688
-30.02614765,-51.20431187,1.5955,53.666
-30.0204401,-51.19636448,2.5888,52.387
-30.05470042,-51.17627321,4.5664,119.249
-30.03910725,-51.24477871,2.6581,259.237
-30.01383446,-51.23919935,3.1084,318.131
-30.00103376,-51.243326,4.482,326.521
-30.02496286,-51.25079506,3.3678,288.645
-30.00953667,-51.19674781,3.4432,35.798
-30.02940821,-51.18604947,3.099,79.17
-30.02991912,-51.20518656,1.311,66.355
-30.06985774,-51.21986654,3.9221,183.107
-30.03022987,-51.16623689,4.9759,84.346
-30.02834993,-51.23372864,1.6986,294.348
-30.05022615,-51.18390667,3.6828,118.076
-30.00616258,-51.24061649,3.8634,325.085
-30.03859378,-51.19403238,2.3169,100.928
-30.02367703,-51.24092924,2.5516,298.562
-30.0154615,-51.23027789,2.4557,330.336
-30.00142671,-51.23996917,4.2743,329.816
-30.02968709,-51.24945035,3.1107,280.208
-30.01204113,-51.1802322,4.3946,55.109
-30.04908723,-51.17801503,4.1412,112.83
-30.02344785,-51.25478818,3.7862,289.198
-30.04588968,-51.19347376,2.6431,118.242
-30.03458801,-51.20301038,1.4105,89.737
-30.05485509,-51.19098069,3.4131,131.195
-30.04795231,-51.20573803,1.8728,142.207
-30.07314119,-51.20382037,4.484,162.72
-29.99697408,-51.22035017,4.1982,356.459
-30.04264523,-51.17178087,4.5061,101.398
-30.05711783,-51.23077002,2.8001,206.795
-30.06118162,-51.22852058,3.1311,199.509
-30.0579745,-51.25633859,4.5388,235.125
-29.99309698,-51.19808722,4.9911,22.194
-30.07133297,-51.1927953,4.7307,149.61
-30.0015441,-51.21015695,3.7521,11.103
-30.01923873,-51.23558564,2.4326,314.786
-29.99369252,-51.23551414,4.869,339.313
-30.00616104,-51.23675714,3.6636,329.859
-30.01195395,-51.24121167,3.3935,318.05
-30.06929322,-51.21988387,3.8595,183.182
-30.01035459,-51.25051049,4.1605,310.49
-30.04610927,-51.18297598,3.5745,110.904
-30.04946205,-51.2572488,4.1528,246.612
-30.04554244,-51.23972859,2.4463,240.3
-30.03199087,-51.24804614,2.941,275.758
-30.05000365,-51.19247025,2.9663,125.163
-29.99399941,-51.23677503,4.8816,337.837
-30.02513056,-51.20434614,1.6624,50.457
-30.05856204,-51.21978926,2.6679,184.41
-30.05108922,-51.2572071,4.2243,244.337
-30.04196056,-51.23124232,1.5403,238.118
-30.03667977,-51.16876808,4.7131,92.762
-30.03955442,-51.21761999,0.5458,179.612
-30.01212679,-51.21829813,2.5056,358.591
-30.0148776,-51.19525205,3.0807,44.465
-30.05698836,-51.22461725,2.5737,195.088
-30.03754134,-51.25540781,3.6491,264.929
-30.01004365,-51.17659396,4.8091,55.328
-30.02779642,-51.25744421,3.9062,281.239
-30.01285619,-51.21366159,2.4541,9.025
-30.05632326,-51.23180763,2.7692,209.465
-30.05415388,-51.22998482,2.473,208.676
-30.04217091,-51.20427811,1.5363,123.009
-30.0170972,-51.18822771,3.4413,55.451
-30.04492448,-51.21770826,1.1431,180.241
-30.04538423,-51.17594044,4.1906,106.568
-30.04957985,-51.23324089,2.2382,222.088
-30.03537366,-51.25777218,3.8634,268.791
-30.06273849,-51.18694385,4.302,136.584
-29.99593187,-51.2305435,4.4814,343.921
-29.99609405,-51.19883598,4.6555,22.921
-30.05840635,-51.24220785,3.5455,221.804
-30.00882781,-51.20341579,3.1825,25.534
-30.04470392,-51.24813603,3.1405,249.127
-30.04260792,-51.24267408,2.5663,249.81
-30.06988779,-51.20743397,4.0414,165.905
-30.04286524,-51.17685019,4.0342,103.106
-30.02592353,-51.16682872,4.9899,78.8
-30.04988471,-51.19399333,2.8398,126.648
-29.99292602,-51.21977205,4.6449,357.488
-30.02826557,-51.17908401,3.7817,79.192
-30.03407698,-51.21262126,0.4892,82.553
-30.02449097,-51.20038189,2.0109,55.828
-30.04941028,-51.26392712,4.7479,249.755
-30.03388851,-51.25420498,3.5201,271.364
-30.00528981,-51.21859612,3.2666,358.416
-30.03870002,-51.18816187,2.8757,99.026
-30.02314697,-51.25821493,4.1096,288.125
-30.00913145,-51.21197547,2.8903,10.916
-30.0408021,-51.21732834,0.6853,177.342
-30.04590678,-51.18831731,3.0903,113.915
-30.00357447,-51.22549946,3.5376,347.673
-30.03991648,-51.22263601,0.7571,219.274
-30.03184186,-51.21255717,0.5819,57.578
-30.07335113,-51.2277001,4.4121,192.654
-30.02155822,-51.24921396,3.3695,295.591
-30.03859551,-51.19031642,2.6691,99.477
-30.03023274,-51.19797945,1.9575,75.479
-30.03180291,-51.24264482,2.4267,277.484
-30.06369814,-51.24927693,4.4393,223.284
-30.03646187,-51.17000633,4.5929,92.531
-30.02397132,-51.19537614,2.4523,61.045
-30.01408348,-51.18328946,4.0232,55.362
-30.05681279,-51.20258817,2.8607,149.526
-30.05623054,-51.25910312,4.6568,238.958
-30.01683332,-51.18427581,3.7763,58.361
-30.04454902,-51.19999435,2.0263,122.929
-30.05811293,-51.18201996,4.3111,127.268
-30.07337274,-51.24228927,4.9169,208.828
-30.04979864,-51.17091746,4.8056,110.541
-30.03485368,-51.17579986,4.0307,90.337
-30.02415946,-51.2229535,1.2731,336.388
-30.01466645,-51.21919765,2.2273,356.184
-30.05908983,-51.22932791,2.9417,202.451
-30.03894838,-51.22821897,1.1238,244.801
-30.02498594,-51.19644174,2.3084,62.263
-30.0330561,-51.25123708,3.2382,273.124
-30.01519644,-51.23960536,3.0245,315.663
-30.01664905,-51.19020366,3.3163,52.875
-30.03176919,-51.16829614,4.764,86.16
-30.02345119,-51.185796,3.3113,67.918
-30.02057213,-51.23965775,2.6342,306.458
-30.05890953,-51.19867131,3.2595,145.891
-30.0289744,-51.26501202,4.6033,277.866
-30.03799255,-51.22043362,0.4581,215.683
-30.02636098,-51.26348108,4.5077,281.786
-30.04809586,-51.19284708,2.8186,122.059
-29.9941465,-51.22797941,4.6131,347.554
-30.04153247,-51.2058884,1.3678,124.052
-30.0476678,-51.21333616,1.5069,163.969
-30.05744219,-51.18789383,3.8263,131.508
-30.01103897,-51.1879146,3.8859,47.495
-30.04887957,-51.21482596,1.6063,170.226
-30.01223125,-51.19356595,3.4058,42.947
-30.01964676,-51.22122931,1.7035,348.353
-30.04251938,-51.20363992,1.6089,122.975
-29.99662233,-51.21503323,4.2369,3.422
-30.04403947,-51.19237422,2.6492,113.231
-30.05959781,-51.2370412,3.3443,213.914
-30.00611988,-51.24455701,4.0961,320.764
-30.06252972,-51.18197876,4.628,132.085
-30.06356341,-51.232575,3.5223,204.058
-30.00565876,-51.23247173,3.5258,336.129
-30.01732148,-51.23022864,2.2757,327.861
-30.03658926,-51.2326794,1.4624,261.502
-30.06751301,-51.22552229,3.7331,191.699
-30.06890819,-51.20835737,3.9145,166.779
-30.05206672,-51.24493673,3.2638,233.577
-30.03141403,-51.2482072,2.9635,276.962
-30.05546313,-51.21154092,2.389,165.729
-30.05362228,-51.21613701,2.1156,176.03
-30.02939131,-51.2649544,4.5917,277.303
-30.01687104,-51.18353129,3.8353,58.977
-30.06963241,-51.22221462,3.9159,186.43
-30.03922631,-51.17095005,4.5262,96.473
-30.00217859,-51.20755365,3.7402,15.084
-29.99931826,-51.19972759,4.2922,23.728
-30.04588643,-51.20277829,1.9015,131.109
-30.05163902,-51.26329941,4.7836,246.717
-30.07226201,-51.19317022,4.8023,150.605
-30.05394005,-51.24790869,3.6177,233.611
-30.01954467,-51.22400808,1.7876,339.996
-29.9913698,-51.20395795,4.9912,15.333
-30.0351965,-51.2444239,2.578,268.635
-30.01629048,-51.2342248,2.5911,321.993
-30.0051267,-51.20693816,3.4419,17.457
-30.03567603,-51.26244755,4.3143,268.469
-29.99661369,-51.2034908,4.4449,17.881
-30.03397123,-51.17797984,3.8214,88.883
-30.0423951,-51.18405455,3.3484,104.922
-30.00205763,-51.23165217,3.8672,339.601
-30.02129683,-51.17843255,4.0587,68.55
-30.00275953,-51.23194989,3.8044,338.787
-30.0549168,-51.22117712,2.2798,188.545
-30.06042152,-51.24155068,3.6756,218.738
-30.037363,-51.1708022,4.5219,93.842
-30.02851054,-51.22332772,0.874,321.345
-30.02447641,-51.21872368,1.1359,354.818
-29.99494165,-51.23079802,4.594,344.007
-30.03152841,-51.1973699,1.9842,79.937
-30.02744014,-51.1980992,2.0469,66.95
-30.01616816,-51.23787901,2.8313,316.542
-30.04750757,-51.17880593,4.0051,110.935
-30.0552642,-51.21828886,2.294,181.516
-30.02263378,-51.19004768,2.9757,63.325
-30.00892857,-51.17682978,4.8624,53.973
-29.99431192,-51.23690037,4.854,337.551
-30.06564997,-51.25267809,4.8227,224.346
-30.02265056,-51.19921789,2.2212,53.083
-30.00402074,-51.25204928,4.7512,315.796
-30.07451298,-51.20751372,4.5404,167.581
-30.04241677,-51.17664222,4.0428,102.353
-30.06168381,-51.21287026,3.0423,171.286
-30.06497275,-51.19534305,3.9991,147.51
-30.01634233,-51.17427861,4.6472,64.028
-30.03681471,-51.16894359,4.6969,92.954
-30.04034015,-51.2305343,1.3921,242.941
-30.0457756,-51.21227652,1.3419,157.285
-30.0448804,-51.23518731,2.0357,236.001
-30.01357006,-51.19438698,3.2432,43.716
-30.00868395,-51.18265162,4.439,49.426
-30.02653827,-51.24801112,3.0588,287.141
-30.06350114,-51.23838026,3.7789,211.861
-30.02257868,-51.24246025,2.7397,299.331
-30.00566305,-51.22675458,3.3407,344.796
-30.00433414,-51.21737921,3.3717,0.457
-30.04533615,-51.26684561,4.883,255.896
-30.044996,-51.18355547,3.4795,109.327
-30.04980553,-51.19811997,2.5262,131.873
-30.02473883,-51.23086406,1.6827,310.91
-30.00840568,-51.22838085,3.096,340.514
-30.01836791,-51.260543,4.5093,293.664
-30.04011179,-51.23604823,1.8721,251.05
-30.00818992,-51.22703545,3.0782,342.938
-29.99780075,-51.22404143,4.1441,351.468
-30.02245712,-51.21304152,1.4269,18.156
-29.99349136,-51.21792666,4.5777,359.677
-30.04963483,-51.22943178,2.0159,214.213
-30.04881729,-51.20581269,1.9455,144.111
-30.01508898,-51.24120602,3.1424,313.804
-30.01115101,-51.21982152,2.6217,355.442
-30.06163466,-51.21521988,3.0109,175.528
-30.02397528,-51.19801046,2.2335,57.902
-30.06342467,-51.25184341,4.591,225.789
-30.06220786,-51.24817648,4.2462,223.778
-30.00411779,-51.18728655,4.4818,40.749
-30.03541855,-51.23524061,1.6952,267.094
-30.04737903,-51.2522113,3.6158,246.934
-30.00939029,-51.18910327,3.9312,44.396
-30.00916614,-51.21065475,2.9133,13.388
-29.99214376,-51.22020915,4.7339,357.025
-29.9953143,-51.20014006,4.6889,21.094
-30.05357276,-51.23120978,2.4766,211.788
-30.04844319,-51.24608067,3.1375,240.713
-30.00431148,-51.23114589,3.6155,338.942
-30.02138174,-51.25076392,3.5129,294.827
-30.01275002,-51.22652566,2.5809,340.676
-30.02586709,-51.23734781,2.1327,297.247
-30.05926587,-51.18123024,4.4496,127.99
-29.99972445,-51.21532792,3.8908,3.308
-30.01820417,-51.17383833,4.5991,66.579
-30.03010073,-51.22162507,0.6337,322.933
-30.00966006,-51.19449003,3.564,38.764
-30.04666988,-51.23264789,1.9676,227.18
-30.0180276,-51.18115504,3.9716,62.271
-29.99741957,-51.19997176,4.4774,22.366
-30.04611204,-51.24433465,2.8677,243.59
-30.04452342,-51.22897057,1.547,224.754
-30.03896699,-51.19002809,2.7035,100.244
-30.01478697,-51.17371112,4.774,62.449
-29.99133982,-51.21370525,4.8319,4.52
-29.99515832,-51.22323046,4.4249,353.033
-30.05584754,-51.2365413,2.9775,217.628
-30.03903696,-51.2572616,3.8445,262.694
-30.00776378,-51.25562567,4.7234,309.266
-30.05266859,-51.1812659,4.0368,119.781
-30.05041333,-51.25521373,4.0187,244.119
-30.07031592,-51.19749366,4.4168,153.931
-30.02990456,-51.23983886,2.2,283.867
-30.00324024,-51.19919205,3.9199,26.985
-29.99828555,-51.22069422,4.0549,355.864
-30.01529798,-51.22799216,2.3711,335.182
-30.01896325,-51.22017575,1.7612,352.088
-30.03860591,-51.22929022,1.2035,248.535
-30.04440478,-51.21469012,1.1223,165.247
-30.02219734,-51.26223547,4.5105,287.868
-30.0695958,-51.22892524,4.0357,195.589
-30.04082699,-51.25741073,3.8889,259.81
-30.04006256,-51.22594984,1.0001,232.965
-30.06613741,-51.24862116,4.5993,220.393
-30.07031194,-51.24690478,4.8646,215.36
-30.00399843,-51.23011378,3.6138,340.611
-29.99876935,-51.20916477,4.0735,11.587
-30.02275668,-51.18787079,3.1587,65.255
-30.06589679,-51.21357078,3.498,173.541
-30.06634875,-51.21434884,3.5404,174.837
-30.057657,-51.17995279,4.4417,125.193
-30.06167586,-51.18182571,4.576,131.078
-30.00503181,-51.19364744,4.0246,35.075
-30.00062774,-51.24695403,4.7199,323.283
-30.04867552,-51.18931806,3.1433,119.769
-30.0591939,-51.23710123,3.3104,214.431
-30.05960341,-51.17757484,4.7538,125.736
-29.99234283,-51.2308702,4.8744,344.864
-30.00417378,-51.20064634,3.7646,25.802
-30.0498065,-51.21437027,1.7156,169.367
-29.99085871,-51.22054873,4.8784,356.728
-30.0707065,-51.20815677,4.1137,167.154
-30.03862924,-51.20700589,1.1173,113.358
-30.01277899,-51.26193742,4.9091,299.69
-30.06228961,-51.23737908,3.6136,211.692
-29.99866937,-51.21831071,4.0022,359.1
-30.01976966,-51.17333275,4.578,68.821
-30.0347209,-51.26212356,4.2816,269.879
-29.99535191,-51.21417588,4.3835,4.389
-30.02861994,-51.19467605,2.3124,73.153
-30.03794332,-51.21935099,0.4012,203.966
-30.02305369,-51.24230768,2.7013,298.507
-30.0607513,-51.24975648,4.2403,226.778
-30.04079134,-51.2553146,3.6897,259.317
-30.04029958,-51.24039781,2.278,253.973
-30.01136348,-51.22030771,2.6023,354.373
-30.01499703,-51.17269221,4.8506,63.23
-30.05129165,-51.24973052,3.6004,239.049
-30.00859836,-51.21585564,2.9025,3.43
-30.01643888,-51.25158175,3.8437,301.788
-30.02998266,-51.21753771,0.5189,1.283
-30.03418235,-51.17720791,3.8954,89.25
-30.06438489,-51.22418936,3.3669,190.762
-30.05666823,-51.23832694,3.1558,219.087
-30.01200399,-51.20429122,2.8284,27.076
-30.07029373,-51.22285384,3.9963,187.189
-30.06108814,-51.23168006,3.236,204.653
-30.02942544,-51.22702201,1.0725,302.785
-30.00763343,-51.19926406,3.488,30.527
-30.00151595,-51.18610255,4.7766,39.52
-30.03647548,-51.20254299,1.4696,97.958
-30.0024444,-51.19336691,4.2781,33.157
-30.04679853,-51.26031408,4.3238,251.774
-30.03235144,-51.24962907,3.0891,274.733
-30.05177753,-51.24812972,3.4983,236.991
-30.02591261,-51.20360398,1.666,54.331
-30.04838031,-51.19888172,2.3668,130.199
-30.02974929,-51.25280188,3.4277,279.136
-30.02279758,-51.21432514,1.3565,13.688
-30.04134088,-51.23668527,1.9776,247.879
-30.02936515,-51.25580392,3.7199,279.077
-29.99750383,-51.23039562,4.3096,343.459
-30.04623273,-51.2360073,2.1868,233.889
-30.01608324,-51.19953785,2.7034,40.207
-30.04198471,-51.23808253,2.1292,247.456
-30.06394869,-51.23002772,3.4699,200.069
-30.06728074,-51.21892268,3.6318,181.92
-30.03792464,-51.18409343,3.2525,96.444
-30.06163945,-51.24124253,3.7642,217.095
-30.03485751,-51.23242501,1.4221,269.053
-30.06947139,-51.24932829,4.9294,218.201
-30.05045727,-51.24001034,2.7792,230.742
-30.02376822,-51.1791922,3.7175,85.129
-30.07307227,-51.19809349,2.2391,57.294
-30.06700471,-51.19873515,4.646,156.918
-30.02014315,-51.24115832,4.2511,212.149
-30.01514744,-51.18828593,3.2562,60.309
-30.01634241,-51.20928425,2.3139,20.398
-30.03273559,-51.20091471,2.5971,38.382
-30.05774805,-51.16761416,4.8236,87.486
-30.04763785,-51.23508228,3.0686,213.136
-30.0441668,-51.20511911,1.8829,140.122
-30.02315943,-51.24039176,2.4316,244.18
-30.05693696,-51.19401589,2.6107,60.704
-30.04063603,-51.23530485,3.0055,214.418
-30.01118045,-51.2072623,1.2024,123.644
-30.03252918,-51.19852646,3.1949,35.223
-30.03162095,-51.24997524,3.1208,274.321
-30.06204945,-51.19146978,2.5441,82.404
-30.06051912,-51.17950607,4.7731,129.694
-30.05532901,-51.23569882,3.3612,211.11
-30.07180613,-51.2363595,2.9213,218.047
-30.06042377,-51.20167495,4.4102,159.583
-30.02740791,-51.19831936,3.4186,147.004
-29.99041923,-51.24961416,3.1808,284.656
-30.00554631,-51.22429194,4.9606,352.598
-30.01156417,-51.25222018,4.6428,314.191
-30.03727437,-51.24553848,3.7149,313.712
-30.06886809,-51.22706415,0.9517,252.115
-30.02808945,-51.21895503,3.8083,181.878
-30.00194034,-51.22327032,0.9078,323.464
-30.03793191,-51.20628453,3.7992,16.76
-30.03898306,-51.20518081,1.2558,106.917
-30.03730098,-51.17158004,4.463,96.215
-30.0404363,-51.1798049,3.6568,94.639
-30.0607462,-51.18839441,2.8904,102.879
-30.06470823,-51.18548954,4.2449,133.154
-30.01290622,-51.25306189,4.7747,225.542
-30.00194906,-51.22224853,2.4582,349.64
-30.07211444,-51.21280268,3.6668,7.328
-30.03223546,-51.24161249,4.7629,208.953
-30.03331899,-51.26939478,4.989,273.069
-30.05700012,-51.1878583,2.8733,87.06
-30.05542562,-51.21496708,2.4997,174.051
-30.0026547,-51.25447864,4.2319,236.89
-30.00855388,-51.24668001,4.5248,321.845
-30.06853257,-51.22868012,3.0903,339.908
-30.04538215,-51.22386189,3.816,189.003
-30.02599294,-51.16751464,4.9736,103.903
-30.0309185,-51.19675108,2.2316,64.452
-29.99768649,-51.22041692,0.4925,327.36
-29.99507892,-51.24018824,4.6485,332.169
-30.06216973,-51.2141464,4.414,4.396
-30.05270366,-51.19198652,3.9345,141.089
-30.05621244,-51.22225724,2.0566,192.432
-30.04436098,-51.225928,2.5273,198.361
-30.02411368,-51.25176178,3.4569,251.779
-30.03769948,-51.19872125,2.1675,57.285
-30.02239827,-51.23073932,1.3045,254.912
-30.06286703,-51.26586339,4.8378,286.345
-30.03111375,-51.1802849,4.7749,131.108
-30.05992054,-51.17625464,4.0062,84.381
-30.05682303,-51.24320059,3.7349,221.174
-30.01821552,-51.25043419,4.0053,231.98
-30.04809674,-51.26243293,4.6831,292.959
-30.00757014,-51.2258256,1.69,207.727
-30.05098634,-51.22601515,3.1173,345.037
-30.00406663,-51.23290851,2.3364,218.933
-30.01647259,-51.22638489,3.5036,346.119
-30.03530923,-51.25739596,4.3278,297.835
-30.0319877,-51.2137499,0.3835,101.073
-30.02708123,-51.20948422,0.8409,69.406
-30.01491074,-51.21948007,0.8596,348.225
-30.05665357,-51.2130622,2.2394,11.401
-30.00337482,-51.24040929,3.2847,221.82
-30.04846901,-51.19841535,3.9412,28.053
-30.05974249,-51.23260368,2.1058,223.103
-29.99447513,-51.1816386,4.4517,128.839
-30.02111978,-51.20651237,4.5953,13.512
-30.00670674,-51.19256353,2.8467,58.099
-30.02583824,-51.225895,3.2073,345.679
-30.02826943,-51.22268035,1.0926,333.729
-30.0081593,-51.1846856,3.2534,77.414
-29.99866145,-51.18552619,4.2726,46.415
-30.01505633,-51.24237976,4.6571,329.248
-30.05953232,-51.23322459,2.6448,325.47
-30.00509425,-51.22120796,2.7889,187.038
-30.03808552,-51.24503341,4.2137,321.262
-30.00490694,-51.21123652,0.7271,121.738
-30.0678483,-51.19936533,3.7478,28.044
-30.01449869,-51.19415406,4.331,148.507
-30.00765818,-51.25164861,3.9669,304.389
-30.03026052,-51.18494775,4.3514,46.389
-30.00617452,-51.21686949,0.4938,8.85
-30.01534787,-51.20613239,3.3558,19.319
-30.03500851,-51.21487802,2.1632,7.111
-30.0302069,-51.17630226,3.9824,90.589
-30.04969129,-51.24646486,2.8175,280.088
-30.00802236,-51.17513756,4.4228,112.241
-29.99676735,-51.23713186,3.5052,327.65
-30.05930171,-51.20729288,4.3299,13.333
-30.02778599,-51.2332659,3.127,208.718
-30.04190973,-51.19919706,1.9346,66.772
-30.03994383,-51.2078827,1.2404,130.638
-29.99668,-51.26398387,4.4993,262.465
-29.99939102,-51.20359958,4.4347,17.781
-30.03930094,-51.23091725,4.1241,341.96
-30.05052966,-51.17637584,4.0086,97.43
-30.06977664,-51.22026186,1.7843,188.076
-30.04098618,-51.21560421,3.9123,177.103
-30.03581548,-51.2134644,0.8125,150.199
-30.06507031,-51.20372567,1.3479,95.536
-30.07462213,-51.23893004,3.9553,211.178
-30.03079685,-51.19929246,4.7849,158.319
-30.07215164,-51.20877349,0.9567,63.412
-30.01846444,-51.18987716,4.9553,147.341
-29.99296265,-51.20535583,2.1548,33.356
-30.02948137,-51.2254572,4.6969,350.796
-30.03687272,-51.16670475,4.94,83.334
-29.99273404,-51.17155032,4.4466,93.203
-30.00599115,-51.22308702,4.6911,353.599
-30.04596126,-51.22410725,3.2472,348.972
-29.99453757,-51.19360644,2.6357,118.526
-30.03561222,-51.21683948,4.4619,1.013
-30.05978433,-51.26001664,4.0801,268.482
-30.02398663,-51.2345507,3.2345,210.182
-30.07014487,-51.19857306,2.1872,57.176
-30.00913407,-51.2116934,3.9898,171.726
-30.01159328,-51.24453752,3.841,317.622
-30.01451752,-51.21488628,2.578,5.944
-30.06376612,-51.24994071,3.8311,305.753
-30.07334444,-51.21496504,3.2492,175.423
-30.02654315,-51.2429581,4.9455,209.499
-30.03108317,-51.25402083,3.6157,284.427
-30.00217755,-51.22020676,0.4662,328.24
-30.0069734,-51.20338471,3.8642,20.842
-30.01685709,-51.2364792,3.5721,329.503
-29.99890016,-51.24145771,3.0279,310.8
-30.07011927,-51.20489146,4.1618,17.187
-30.02198875,-51.23426624,4.2571,202.056
-30.06683413,-51.24399917,2.9011,299.026
-30.03768478,-51.23130561,3.8135,200.15
-30.00641779,-51.24102214,2.2749,261.453
-30.03888299,-51.253143,4.6408,312.568
-30.05496721,-51.18116595,3.5453,97.646
-30.05663027,-51.19917043,2.8769,141.781
-30.06231304,-51.17260698,4.9793,119.421
-30.05636413,-51.17916282,4.8172,129.711
-30.03486929,-51.22554041,2.5319,197.439
-29.99830443,-51.18710647,2.942,90.489
-30.00869358,-51.22090855,4.0544,355.571
-30.03188802,-51.19318542,3.7266,39.236
-29.99732595,-51.1915809,2.5298,83.039
-30.00883431,-51.19659085,4.6204,26.054
-30.04479677,-51.23043034,3.1234,336.806
-30.00830468,-51.22808503,1.5107,221.644
-30.01905653,-51.18439831,4.341,47.558
-30.01425024,-51.18949038,3.2195,57.417
-30.07127526,-51.24244995,3.2934,313.532
-30.06412354,-51.23071272,4.2635,197.141
-30.02061911,-51.20190632,3.6123,155.18
-30.03996328,-51.23136578,2.0437,319.765
-30.01054314,-51.259864,4.1067,261.711
-30.01719615,-51.22315485,2.7327,348.83
-30.01229938,-51.19788379,2.7192,44.458
-30.01430084,-51.23242704,2.8638,330.219
-30.0129212,-51.22646176,2.4166,339.461
-30.00263309,-51.18413535,4.0326,53.193
-30.01509393,-51.24905751,4.6716,319.653
-30.01021307,-51.23015107,2.4854,331.047
-30.05906501,-51.17887165,4.6193,53.971
-30.0074131,-51.20998083,2.8147,164.777
-30.01215104,-51.23145867,3.3079,336.307
-30.0105426,-51.1871785,3.857,49.562
-30.03761561,-51.22375291,2.7445,347.65
-30.0300445,-51.21501402,0.417,142.362
-29.99675646,-51.20254673,1.5426,70.622
-30.04199063,-51.19560567,4.7194,26.752
-30.07858407,-51.20705219,2.174,112.073
-29.99472688,-51.20829216,4.9925,168.201
-30.05450346,-51.19292449,4.5309,11.486
-30.04399989,-51.22633679,3.2479,132.849
-30.02248785,-51.2629564,1.3343,218.771
-30.03062872,-51.26919407,4.5669,287.214
-30.06494818,-51.20758701,4.9826,275.134
-30.00469802,-51.19844385,3.507,163.952
-30.03417465,-51.17847308,3.8106,29.057
-30.04197838,-51.17307476,3.7736,89.212
-29.99369331,-51.230902,4.3696,100.766
-30.0617848,-51.24708213,4.7303,344.354
-30.04068094,-51.21553767,4.1396,223.176
-30.04729489,-51.25086607,0.7015,163.077
-30.02557802,-51.19403188,3.4932,246.244
-30.02881896,-51.26566423,2.4887,66.095
-30.02867824,-51.26203977,4.6679,277.971
-29.99395245,-51.2069168,4.3249,278.819
-29.9925933,-51.22362212,4.643,12.877
-30.00933811,-51.25560953,4.7126,352.998
-30.04258226,-51.21684168,4.6133,307.595
-30.04564219,-51.1904158,0.8861,174.909
-30.00641355,-51.24610908,2.8942,115.003
-30.06628737,-51.19636752,4.1676,318.888
-30.0045368,-51.18878579,4.0727,149.786
-30.05156107,-51.22464499,4.3529,39.709
-30.00842185,-51.20574732,1.9979,199.674
-30.01995056,-51.2085592,3.1344,21.47
-30.01479978,-51.24789885,1.8547,28.195
-30.00470823,-51.23456228,3.6543,307.156
-30.06433156,-51.19044026,3.7066,333.943
-30.03066739,-51.18673304,4.2152,141.569
-29.99532232,-51.23236357,3.0106,81.553
